headline,abstract,desk,locations,word_count,snippet,source,subjects,url,section,date,type,id
Killing of Brazil Youths Reported,,Foreign Desk,BRAZIL,319,"LEAD: Death squads are killing hundreds of street children in Brazil's cities, possibly at the rate of one a day, Amnesty International said today.",Reuters,"CHILDREN AND YOUTH, FREEDOM AND HUMAN RIGHTS, TORTURE",http://www.nytimes.com/1990/09/06/world/killing-of-brazil-youths-reported.html,World,9/6/1990,News,4fd1b09d8eb7c8105d6d2361
Hostage Situations Demand Forthright Action;   Democracy in Jordan,,Editorial Desk,"IRAQ, MIDDLE EAST, JORDAN",278,LEAD: To the Editor:,The New York Times,"UNITED STATES INTERNATIONAL RELATIONS, POLITICS AND GOVERNMENT, EMBARGOES",http://www.nytimes.com/1990/09/09/opinion/l-hostage-situations-demand-forthright-action-democracy-in-jordan-954790.html,Opinion,9/9/1990,Letter,4fd19b9c8eb7c8105d6ac9a1
Austria's Clandestine Workers,,Financial Desk,"EUROPE, EUROPE, EAST, AUSTRIA",1140,"LEAD: Jacek Matuszewski of Lodz, Poland, came to Austria a few weeks ago, found a forest outside Vienna and pitched a tent. Each morning, he drives into the city to a littered street in a poor neighborhood, where he joins scores of other East...",The New York Times,"UNEMPLOYMENT AND JOB MARKET, LABOR, WAGES AND SALARIES",http://www.nytimes.com/1990/09/09/business/austria-s-clandestine-workers.html,Business,9/9/1990,News,4fd1c1108eb7c8105d6f01b4
"Ending Talks, All Cambodia Parties Commit Themselves to U.N. Peace Plan",,Foreign Desk,"CAMBODIA, INDONESIA",1099,"LEAD: In a breakthrough, the four warring Cambodian factions agreed tonight on the formation and composition of an all-party national leadership and formally committed themselves to a United Nations framework for a comprehensive peace settlement in...",The New York Times,"CIVIL WAR AND GUERRILLA WARFARE, ELECTIONS",http://www.nytimes.com/1990/09/11/world/ending-talks-all-cambodia-parties-commit-themselves-to-un-peace-plan.html,World,9/11/1990,News,4fd19cdd8eb7c8105d6aeaa7
We're on the Wrong Side in El Salvador,,Editorial Desk,EL SALVADOR,304,LEAD: To the Editor:,The New York Times,"UNITED STATES INTERNATIONAL RELATIONS, CIVIL WAR AND GUERRILLA WARFARE",http://www.nytimes.com/1990/09/12/opinion/l-we-re-on-the-wrong-side-in-el-salvador-405090.html,Opinion,9/12/1990,Letter,4fd1b15c8eb7c8105d6d35c1
China Is Said to Execute 500 to Reduce Crime,,Foreign Desk,CHINA,301,"LEAD: China has executed more than 500 people this year in its biggest crackdown on crime since 1983, Amnesty International said today.",Reuters,"CAPITAL PUNISHMENT, POLITICS AND GOVERNMENT, DEMONSTRATIONS AND RIOTS, FREEDOM AND HUMAN RIGHTS, CRIME AND CRIMINALS",http://www.nytimes.com/1990/09/13/world/china-is-said-to-execute-500-to-reduce-crime.html,World,9/13/1990,News,52b85ccb38f0d8094087c928
Immigration Bill Invests in America's Future;   Burden on Economy,,Editorial Desk,UNITED STATES,251,LEAD: To the Editor:,The New York Times,"REFORM AND REORGANIZATION, IMMIGRATION AND EMIGRATION",http://www.nytimes.com/1990/09/17/opinion/l-immigration-bill-invests-in-america-s-future-burden-on-economy-867690.html,Opinion,9/17/1990,Letter,4fd194638eb7c8105d69f9af
Review/Television;   To Praise or Challenge Castro's Cuba,,Cultural Desk,,728,"LEAD: How, you may wonder, did the coupling of documentaries at 8 tonight on Channel 13, under the title, ''Castro's Cuba: Two Views,'' come about? There is some argument as to the details, but it appears to have happened more or less as follows.",The New York Times,"REVIEWS, TELEVISION",http://www.nytimes.com/1990/09/19/arts/review-television-to-praise-or-challenge-castro-s-cuba.html,Arts,9/19/1990,Review,4fd1b0938eb7c8105d6d1bed
Review/Television;   Looks at Saddam Hussein And Savings-and-Loans,,Cultural Desk,"IRAQ, KUWAIT, MIDDLE EAST",516,"LEAD: CNN's ''Special Assignment'' team has been busy in recent weeks with two subjects that warrant national scrutiny, the confrontation in the Persian Gulf and the collapse of many savings-and-loan institutions. Given the vagaries of the cable...",The New York Times,"ARMAMENT, DEFENSE AND MILITARY FORCES, TELEVISION, DOCUMENTARY FILMS AND PROGRAMS, SAVINGS AND LOAN ASSOCIATIONS",http://www.nytimes.com/1990/10/09/movies/review-television-looks-at-saddam-hussein-and-savings-and-loans.html,Movies; Arts,10/9/1990,Review,4fd199108eb7c8105d6a8a85
Excerpts From the Bush News Conference on the Budget and the Mideast,,National Desk,"UNITED STATES, MIDDLE EAST",4107,"LEAD: Following are excerpts from a transcript of President Bush's news conference today, as recorded by the Federal News Service, a transcription company:       OPENING STATEMENT",The New York Times,"TAXATION, INCOME TAX, FINANCES, BUDGETS AND BUDGETING, NEWS AND NEWS MEDIA",http://www.nytimes.com/1990/10/10/us/budget-agreement-excerpts-bush-conference-budget-mideast.html,U.S.,10/10/1990,Text,4fd1b0988eb7c8105d6d1f90
Remembering a Tortured Child Who Lived in the Streets of Guatemala City,,Foreign Desk,"NICARAGUA, EL SALVADOR, GUATEMALA",1131,LEAD: The marble tombstone erected here last week for Nahaman Carmona Lopez says more about his death than his short life: ''I only wanted to be a child and they wouldn't let me.'',The New York Times,"CHILDREN AND YOUTH, BRUTALITY AND HARASSMENT CHARGES",http://www.nytimes.com/1990/10/14/world/remembering-a-tortured-child-who-lived-in-the-streets-of-guatemala-city.html,World,10/14/1990,News,4fd1a5198eb7c8105d6bdc48
No Headline,,Foreign Desk,"EAST TIMOR, INDONESIA",2016,"LEAD: They came for him at night, the young man said, summoning him from the street. The three men wore black masks and long black wigs; one wore police trousers. They beat him up, he said.",The New York Times,"INTERNATIONAL RELATIONS, INDEPENDENCE MOVEMENTS",http://www.nytimes.com/1990/10/21/world/no-headline-936590.html,World,10/21/1990,News,4fd19cdc8eb7c8105d6ae9dd
The Poet-Politician,,Book Review Desk,,1210,"LEAD:    BLACK, FRENCH, AND AFRICAN    A Life of Leopold Sedar Senghor.    By Janet G. Vaillant.    Illustrated. 388 pp.    Cambridge, Mass.    Harvard University Press. $29.95.",The New York Times,BOOK REVIEWS,http://www.nytimes.com/1990/10/21/books/the-poet-politician.html,Arts; Books,10/21/1990,Review,4fd197108eb7c8105d6a4eb9
"Campus Life: Duke;   Scholars' Group, Accused of Bias, Divides Faculty",,Style Desk,,647,"LEAD: A group that says it is devoted to preserving the traditional Western curriculum has divided Duke University faculty members and students, provoking a sometimes bitter debate on academic freedom.",The New York Times,COLLEGES AND UNIVERSITIES,http://www.nytimes.com/1990/10/21/style/campus-life-duke-scholars-group-accused-of-bias-divides-faculty.html,Education; Style,10/21/1990,News,4fd19cdc8eb7c8105d6ae9ed
The Pop Life,,Cultural Desk,,977,"New Cash Album    Two years ago, when Rosanne Cash was pregnant with her third child, the Nashville-based singer and songwriter decided on a whim to take up painting.    ""I was sick of songwriting and wanted to do something that had nothing to do...",The New York Times,"ROCK MUSIC, RECORDINGS (AUDIO), MUSIC",http://www.nytimes.com/1990/10/24/arts/the-pop-life-043090.html,Arts,10/24/1990,News,4fd1a51d8eb7c8105d6be068
Fuel for Saudi Debate: Opening Society Without Causing Strife,,Foreign Desk,"KENTUCKY, LOUISVILLE (KY)",1829,"An adviser to the King of Saudi Arabia refers to it as ""pre-crisis"" and ""post-crisis"" in the way a historian might define the moment that broke a continuum and forced an opening toward a new era.   He was speaking of the shift in thinking here since...",The New York Times,ECONOMIC CONDITIONS AND TRENDS,http://www.nytimes.com/1990/10/31/world/mideast-tensions-fuel-for-saudi-debate-opening-society-without-causing-strife.html,World,10/31/1990,News,4fd1c3c78eb7c8105d6f2d22
Rio Slum Children Find Death in 'City of God',,Foreign Desk,BRAZIL,656,"The sounds of children happily chasing a soccer ball came in an open window, but Maria Teresinha Justo's mind was on the street children who never made it to her drop-in center.   ""Fifteen children were exterminated here since June,"" she said,...",The New York Times,"BLACKS (NON-US), CHILDREN AND YOUTH, POLICE, CRIME AND CRIMINALS",http://www.nytimes.com/1990/11/13/world/rio-slum-children-find-death-in-city-of-god.html,World,11/13/1990,News,4fd19d288eb7c8105d6af08f
Encinitas Journal; Accident of Geography Prompts Local Protest,,National Desk,"ENCINITAS (CALIF), MEXICO",717,"The bill to the Fed eral Government, for $225,356.20, covers items like the policing of migrants' campsites and the establishment of a hiring hall for day laborers. But as much as anything it is a cry of protest over an undeniable fact of geography. ...",The New York Times,"SOCIAL CONDITIONS AND TRENDS, MIGRANT LABOR, ECONOMIC CONDITIONS AND TRENDS",http://www.nytimes.com/1990/11/13/us/encinitas-journal-accident-of-geography-prompts-local-protest.html,U.S.,11/13/1990,News,4fd1c3cd8eb7c8105d6f2f9f
On Iraq's Other Front,,Magazine Desk,"IRAQ, KUWAIT, MIDDLE EAST, TURKEY",4520,"THE DUST-SWIRLED TOWN OF SILOPI LIES along a stretch of blacktop that Turks call the Silk Road. It isn't quite as glamorous perhaps as the ancient Silk Road that linked China to the West, but it carries the same whispers of prosperity and hopes of...",The New York Times,"ARMAMENT, DEFENSE AND MILITARY FORCES",http://www.nytimes.com/1990/11/18/magazine/on-iraq-s-other-front.html,Magazine,11/18/1990,News,4fd1b2348eb7c8105d6d4f29
BURMA SENTENCES 2 FROM OPPOSITION,,Foreign Desk,MYANMAR,383,"The military rulers of Myanmar, also called Burma, have sentenced two opposition leaders to 10 years in prison, their toughest move yet against the party that won the nation's general election in May, a politician said today.    In New York on...",The New York Times,"POLITICAL PRISONERS, SENTENCES (CRIMINAL), POLITICS AND GOVERNMENT",http://www.nytimes.com/1990/11/21/world/burma-sentences-2-from-opposition.html,World,11/21/1990,News,4fd1a51c8eb7c8105d6bdf0c
"The World; Assad of Syria, The Smoother Of Two Evils",,Week In Review Desk,"IRAQ, SYRIA, KUWAIT, MIDDLE EAST",921,"NAME an Arab president whose name is virtually synonymous with ruthless tyranny; whose rule, carried out by a small circle of hometown cronies and family members, is based on fear backed up by seemingly ubiquitous secret police and torture; who has...",The New York Times,"UNITED STATES INTERNATIONAL RELATIONS, ARMAMENT, DEFENSE AND MILITARY FORCES, MIDDLE EAST-INTERNATIONAL RELATIONS-US, POLITICS AND GOVERNMENT",http://www.nytimes.com/1990/11/25/weekinreview/the-world-assad-of-syria-the-smoother-of-two-evils.html,Washington; Week in Review,11/25/1990,News,4fd1c10f8eb7c8105d6f0172
Asians at U.N. Reluctant to Criticize Burmese for Rights Violations,,Foreign Desk,"MYANMAR, SWEDEN",645,"A Swedish-led campaign at this year's General Assembly to censure the military Government of Myanmar for contempt of its citizens' basic human rights has run into strong opposition from other Asian countries, diplomats at the United Nations say.  ...",The New York Times,"POLITICAL PRISONERS, THIRD WORLD AND DEVELOPING COUNTRIES, FREEDOM AND HUMAN RIGHTS",http://www.nytimes.com/1990/11/25/world/asians-at-un-reluctant-to-criticize-burmese-for-rights-violations.html,World,11/25/1990,News,4fd1b23c8eb7c8105d6d5567
Dissent by Burmese Only Brings More Repression,,Foreign Desk,MYANMAR,1469,"Their heads shaved and bowed and their hands tied to a thick rope, about a dozen barefoot young men walked sullenly into the shabby, cavernous township jail.    A man who lives nearby watched the parade. ""This is where they bring a lot of political...",The New York Times,"POLITICAL PRISONERS, ECONOMIC CONDITIONS AND TRENDS, DEMONSTRATIONS AND RIOTS, FREEDOM AND HUMAN RIGHTS",http://www.nytimes.com/1990/11/25/world/dissent-by-burmese-only-brings-more-repression.html,World,11/25/1990,News,4fd1b23c8eb7c8105d6d5552
Ivory Coast's Ruling Party Wins a Huge Majority in Open Election,,Foreign Desk,IVORY COAST,318,"President Felix Houphouet-Boigny's party won an overwhelming majority in Parliament in multiparty elections that ended 30 years of unchallenged one-party rule, the Government said today.   Opposition politicians accused the governing party of...",The New York Times,"POLITICS AND GOVERNMENT, ELECTIONS, ELECTION RESULTS",http://www.nytimes.com/1990/11/27/world/ivory-coast-s-ruling-party-wins-a-huge-majority-in-open-election.html,World,11/27/1990,News,4fd199198eb7c8105d6a917d
Pay Abuses in Border Garment Shops,,National Desk,"TEXAS, UNITED STATES, EL PASO (TEX), MEXICO",1520,"On the last Friday in May, Amelia Lambarena reported, as usual, to her job at Diana's Fashions workshop here. But on that day she did not sew a single stitch. The doors were locked, all the machinery had been removed in the night, and there was no...",The New York Times,"LABOR, SPANISH-SPEAKING GROUPS (US), WAGES AND SALARIES, WOMEN, APPAREL",http://www.nytimes.com/1990/11/28/us/pay-abuses-in-border-garment-shops.html,U.S.,11/28/1990,News,4fd1970e8eb7c8105d6a4ddf
Stop the Slaughter of Children in Brazil,,Editorial Desk,BRAZIL,386,To the Editor   Further on your Nov. 13 report of military police killings of children in Rio de Janeiro:    Violence caused by death squads has increased dramatically in nearly all of Brazil's major urban centers. There is growing evidence that the...,The New York Times,"MURDERS AND ATTEMPTED MURDERS, CHILDREN AND YOUTH",http://www.nytimes.com/1990/12/04/opinion/l-stop-the-slaughter-of-children-in-brazil-530790.html,Opinion,12/4/1990,Letter,4fd19ea08eb7c8105d6b1b9f
China Ready to Try (and Forget) Dissidents,,Foreign Desk,CHINA,679,"Perhaps what is most remarkable about Zhu Jianbin is not that he has spent the last nine years in prison for trying to promote democracy, but that he has been so totally forgotten in the labyrinth of the Chinese penal system.   Mr. Zhu is evidence...",The New York Times,"POLITICAL PRISONERS, POLITICS AND GOVERNMENT, TRIALS",http://www.nytimes.com/1990/12/05/world/china-ready-to-try-and-forget-dissidents.html,World,12/5/1990,News,4fd19e9d8eb7c8105d6b1975
TORTURE IS LINKED TO CHAD EX-CHIEF,,Foreign Desk,"CHAD, FRANCE",741,Gali Ngothe says that what he remembers most about the five months he spent being interrogated and tortured at the headquarters of Chad's secret police here is the voice of the man giving the orders. It was that of former President Hissen Habre.  ...,The New York Times,"u""COUPS DETAT AND ATTEMPTED COUPS DETAT"", UNITED STATES INTERNATIONAL RELATIONS, POLITICAL PRISONERS, FOREIGN AID, FREEDOM AND HUMAN RIGHTS, TORTURE",http://www.nytimes.com/1990/12/07/world/torture-is-linked-to-chad-ex-chief.html,World; Washington,12/7/1990,News,4fd1b23b8eb7c8105d6d5512
Headliners; Free Who?,,Week In Review Desk,"CHINA, TIANANMEN SQUARE (BEIJING)",158,"While world attention on Chinese political prisoners from the Tiananmen Square uprising last year is expected to be renewed at least momentarily as participants are brought to trial in the near future, an earlier generation of democracy seekers has...",The New York Times,"POLITICAL PRISONERS, POLITICS AND GOVERNMENT, TRIALS, DEMONSTRATIONS AND RIOTS",http://www.nytimes.com/1990/12/09/weekinreview/headliners-free-who.html,Week in Review,12/9/1990,News,4fd1c5cf8eb7c8105d6f6a02
Atrocities by Iraqis in Kuwait: Numbers Are Hard to Verify,,Foreign Desk,"IRAQ, KUWAIT, MIDDLE EAST",1700,"More than four months after Iraq's invasion, Kuwaitis are being subjected to looting, rape, torture and executions, human rights groups, Kuwaiti exiles and other witnesses say. But estimates of the frequency and extent of the abuses are so sharply...",The New York Times,"UNITED STATES INTERNATIONAL RELATIONS, SANCTIONS (ECONOMIC), ATROCITIES, EMBARGOES, FREEDOM AND HUMAN RIGHTS, TORTURE",http://www.nytimes.com/1990/12/16/world/standoff-in-the-gulf-atrocities-by-iraqis-in-kuwait-numbers-are-hard-to-verify.html,World; Washington,12/16/1990,News,4fd19e9c8eb7c8105d6b18ff
